city,countryId,lastUpdate
Lhokseumawe,45,"2006-02-15 04:45:25"
Liaocheng,23,"2006-02-15 04:45:25"
Liepaja,54,"2006-02-15 04:45:25"
Lilongwe,58,"2006-02-15 04:45:25"
Lima,74,"2006-02-15 04:45:25"
Lincoln,103,"2006-02-15 04:45:25"
Linz,9,"2006-02-15 04:45:25"
Lipetsk,80,"2006-02-15 04:45:25"
Livorno,49,"2006-02-15 04:45:25"
Ljubertsy,80,"2006-02-15 04:45:25"
Loja,28,"2006-02-15 04:45:25"
London,102,"2006-02-15 04:45:25"
London,20,"2006-02-15 04:45:25"
Lublin,76,"2006-02-15 04:45:25"
Lubumbashi,25,"2006-02-15 04:45:25"
Lungtan,92,"2006-02-15 04:45:25"
Luzinia,15,"2006-02-15 04:45:25"
Madiun,45,"2006-02-15 04:45:25"
Mahajanga,57,"2006-02-15 04:45:25"
Maikop,80,"2006-02-15 04:45:25"
Malm,90,"2006-02-15 04:45:25"
Manchester,103,"2006-02-15 04:45:25"
Mandaluyong,75,"2006-02-15 04:45:25"
"Mandi Bahauddin",72,"2006-02-15 04:45:25"
Mannheim,38,"2006-02-15 04:45:25"
Maracabo,104,"2006-02-15 04:45:25"
Mardan,72,"2006-02-15 04:45:25"
Maring,15,"2006-02-15 04:45:25"
Masqat,71,"2006-02-15 04:45:25"
Matamoros,60,"2006-02-15 04:45:25"
Matsue,50,"2006-02-15 04:45:25"
Meixian,23,"2006-02-15 04:45:25"
Memphis,103,"2006-02-15 04:45:25"
Merlo,6,"2006-02-15 04:45:25"
Mexicali,60,"2006-02-15 04:45:25"
Miraj,44,"2006-02-15 04:45:25"
"Mit Ghamr",29,"2006-02-15 04:45:25"
Miyakonojo,50,"2006-02-15 04:45:25"
Mogiljov,13,"2006-02-15 04:45:25"
Molodetno,13,"2006-02-15 04:45:25"
Monclova,60,"2006-02-15 04:45:25"
Monywa,64,"2006-02-15 04:45:25"
Moscow,80,"2006-02-15 04:45:25"
Mosul,47,"2006-02-15 04:45:25"
Mukateve,100,"2006-02-15 04:45:25"
"Munger (Monghyr)",44,"2006-02-15 04:45:25"
Mwanza,93,"2006-02-15 04:45:25"
Mwene-Ditu,25,"2006-02-15 04:45:25"
Myingyan,64,"2006-02-15 04:45:25"
Mysore,44,"2006-02-15 04:45:25"
Naala-Porto,63,"2006-02-15 04:45:25"
"Nabereznyje Telny",80,"2006-02-15 04:45:25"
Nador,62,"2006-02-15 04:45:25"
Nagaon,44,"2006-02-15 04:45:25"
Nagareyama,50,"2006-02-15 04:45:25"
Najafabad,46,"2006-02-15 04:45:25"
Naju,86,"2006-02-15 04:45:25"
"Nakhon Sawan",94,"2006-02-15 04:45:25"
"Nam Dinh",105,"2006-02-15 04:45:25"
Namibe,4,"2006-02-15 04:45:25"
Nantou,92,"2006-02-15 04:45:25"
Nanyang,23,"2006-02-15 04:45:25"
NDjamna,21,"2006-02-15 04:45:25"
Newcastle,85,"2006-02-15 04:45:25"
Nezahualcyotl,60,"2006-02-15 04:45:25"
"Nha Trang",105,"2006-02-15 04:45:25"
Niznekamsk,80,"2006-02-15 04:45:25"
"Novi Sad",108,"2006-02-15 04:45:25"
Novoterkassk,80,"2006-02-15 04:45:25"
Nukualofa,95,"2006-02-15 04:45:25"
Nuuk,40,"2006-02-15 04:45:25"
Nyeri,52,"2006-02-15 04:45:25"
"Ocumare del Tuy",104,"2006-02-15 04:45:25"
Ogbomosho,69,"2006-02-15 04:45:25"
Okara,72,"2006-02-15 04:45:25"
Okayama,50,"2006-02-15 04:45:25"
Okinawa,50,"2006-02-15 04:45:25"
Olomouc,26,"2006-02-15 04:45:25"
Omdurman,89,"2006-02-15 04:45:25"
Omiya,50,"2006-02-15 04:45:25"
Ondo,69,"2006-02-15 04:45:25"
Onomichi,50,"2006-02-15 04:45:25"
Oshawa,20,"2006-02-15 04:45:25"
Osmaniye,97,"2006-02-15 04:45:25"
ostka,100,"2006-02-15 04:45:25"
Otsu,50,"2006-02-15 04:45:25"
Oulu,33,"2006-02-15 04:45:25"
"Ourense (Orense)",87,"2006-02-15 04:45:25"
Owo,69,"2006-02-15 04:45:25"
Oyo,69,"2006-02-15 04:45:25"
Ozamis,75,"2006-02-15 04:45:25"
Paarl,85,"2006-02-15 04:45:25"
"Pachuca de Soto",60,"2006-02-15 04:45:25"
"Pak Kret",94,"2006-02-15 04:45:25"
"Palghat (Palakkad)",44,"2006-02-15 04:45:25"
"Pangkal Pinang",45,"2006-02-15 04:45:25"
Papeete,36,"2006-02-15 04:45:25"
Parbhani,44,"2006-02-15 04:45:25"
Pathankot,44,"2006-02-15 04:45:25"
Patiala,44,"2006-02-15 04:45:25"
Patras,39,"2006-02-15 04:45:25"
Pavlodar,51,"2006-02-15 04:45:25"
Pemalang,45,"2006-02-15 04:45:25"
Peoria,103,"2006-02-15 04:45:25"
Pereira,24,"2006-02-15 04:45:25"
"Phnom Penh",18,"2006-02-15 04:45:25"
Pingxiang,23,"2006-02-15 04:45:25"
Pjatigorsk,80,"2006-02-15 04:45:25"
Plock,76,"2006-02-15 04:45:25"
Po,15,"2006-02-15 04:45:25"
Ponce,77,"2006-02-15 04:45:25"
Pontianak,45,"2006-02-15 04:45:25"
"Poos de Caldas",15,"2006-02-15 04:45:25"
Portoviejo,28,"2006-02-15 04:45:25"
Probolinggo,45,"2006-02-15 04:45:25"
Pudukkottai,44,"2006-02-15 04:45:25"
Pune,44,"2006-02-15 04:45:25"
"Purnea (Purnia)",44,"2006-02-15 04:45:25"
Purwakarta,45,"2006-02-15 04:45:25"
Pyongyang,70,"2006-02-15 04:45:25"
Qalyub,29,"2006-02-15 04:45:25"
Qinhuangdao,23,"2006-02-15 04:45:25"
Qomsheh,46,"2006-02-15 04:45:25"
Quilmes,6,"2006-02-15 04:45:25"
"Rae Bareli",44,"2006-02-15 04:45:25"
Rajkot,44,"2006-02-15 04:45:25"
Rampur,44,"2006-02-15 04:45:25"
Rancagua,22,"2006-02-15 04:45:25"
Ranchi,44,"2006-02-15 04:45:25"
"Richmond Hill",20,"2006-02-15 04:45:25"
"Rio Claro",15,"2006-02-15 04:45:25"
Rizhao,23,"2006-02-15 04:45:25"
Roanoke,103,"2006-02-15 04:45:25"
Robamba,28,"2006-02-15 04:45:25"
Rockford,103,"2006-02-15 04:45:25"
Ruse,17,"2006-02-15 04:45:25"
Rustenburg,85,"2006-02-15 04:45:25"
s-Hertogenbosch,67,"2006-02-15 04:45:25"
Saarbrcken,38,"2006-02-15 04:45:25"
Sagamihara,50,"2006-02-15 04:45:25"
"Saint Louis",103,"2006-02-15 04:45:25"
Saint-Denis,79,"2006-02-15 04:45:25"
Sal,62,"2006-02-15 04:45:25"
Salala,71,"2006-02-15 04:45:25"
Salamanca,60,"2006-02-15 04:45:25"
Salinas,103,"2006-02-15 04:45:25"
Salzburg,9,"2006-02-15 04:45:25"
Sambhal,44,"2006-02-15 04:45:25"
"San Bernardino",103,"2006-02-15 04:45:25"
"San Felipe de Puerto Plata",27,"2006-02-15 04:45:25"
"San Felipe del Progreso",60,"2006-02-15 04:45:25"
"San Juan Bautista Tuxtepec",60,"2006-02-15 04:45:25"
"San Lorenzo",73,"2006-02-15 04:45:25"
"San Miguel de Tucumn",6,"2006-02-15 04:45:25"
Sanaa,107,"2006-02-15 04:45:25"
"Santa Brbara dOeste",15,"2006-02-15 04:45:25"
"Santa F",6,"2006-02-15 04:45:25"
"Santa Rosa",75,"2006-02-15 04:45:25"
"Santiago de Compostela",87,"2006-02-15 04:45:25"
"Santiago de los Caballeros",27,"2006-02-15 04:45:25"
"Santo Andr",15,"2006-02-15 04:45:25"
Sanya,23,"2006-02-15 04:45:25"
Sasebo,50,"2006-02-15 04:45:25"
Satna,44,"2006-02-15 04:45:25"
Sawhaj,29,"2006-02-15 04:45:25"
Serpuhov,80,"2006-02-15 04:45:25"
"Shahr-e Kord",46,"2006-02-15 04:45:25"
Shanwei,23,"2006-02-15 04:45:25"
Shaoguan,23,"2006-02-15 04:45:25"
Sharja,101,"2006-02-15 04:45:25"
Shenzhen,23,"2006-02-15 04:45:25"
Shikarpur,72,"2006-02-15 04:45:25"
Shimoga,44,"2006-02-15 04:45:25"
Shimonoseki,50,"2006-02-15 04:45:25"
Shivapuri,44,"2006-02-15 04:45:25"
"Shubra al-Khayma",29,"2006-02-15 04:45:25"
Siegen,38,"2006-02-15 04:45:25"
"Siliguri (Shiliguri)",44,"2006-02-15 04:45:25"
Simferopol,100,"2006-02-15 04:45:25"
Sincelejo,24,"2006-02-15 04:45:25"
Sirjan,46,"2006-02-15 04:45:25"
Sivas,97,"2006-02-15 04:45:25"
Skikda,2,"2006-02-15 04:45:25"
Smolensk,80,"2006-02-15 04:45:25"
"So Bernardo do Campo",15,"2006-02-15 04:45:25"
"So Leopoldo",15,"2006-02-15 04:45:25"
Sogamoso,24,"2006-02-15 04:45:25"
Sokoto,69,"2006-02-15 04:45:25"
Songkhla,94,"2006-02-15 04:45:25"
Sorocaba,15,"2006-02-15 04:45:25"
Soshanguve,85,"2006-02-15 04:45:25"
Sousse,96,"2006-02-15 04:45:25"
"South Hill",5,"2006-02-15 04:45:25"
Southampton,102,"2006-02-15 04:45:25"
Southend-on-Sea,102,"2006-02-15 04:45:25"
Southport,102,"2006-02-15 04:45:25"
Springs,85,"2006-02-15 04:45:25"
"Stara Zagora",17,"2006-02-15 04:45:25"
"Sterling Heights",103,"2006-02-15 04:45:25"
Stockport,102,"2006-02-15 04:45:25"
Sucre,14,"2006-02-15 04:45:25"
Suihua,23,"2006-02-15 04:45:25"
Sullana,74,"2006-02-15 04:45:25"
Sultanbeyli,97,"2006-02-15 04:45:25"
Sumqayit,10,"2006-02-15 04:45:25"
Sumy,100,"2006-02-15 04:45:25"
"Sungai Petani",59,"2006-02-15 04:45:25"
Sunnyvale,103,"2006-02-15 04:45:25"
Surakarta,45,"2006-02-15 04:45:25"
Syktyvkar,80,"2006-02-15 04:45:25"
Syrakusa,49,"2006-02-15 04:45:25"
Szkesfehrvr,43,"2006-02-15 04:45:25"
Tabora,93,"2006-02-15 04:45:25"
Tabriz,46,"2006-02-15 04:45:25"
Tabuk,82,"2006-02-15 04:45:25"
Tafuna,3,"2006-02-15 04:45:25"
Taguig,75,"2006-02-15 04:45:25"
Taizz,107,"2006-02-15 04:45:25"
Talavera,75,"2006-02-15 04:45:25"
Tallahassee,103,"2006-02-15 04:45:25"
Tama,50,"2006-02-15 04:45:25"
Tambaram,44,"2006-02-15 04:45:25"
Tanauan,75,"2006-02-15 04:45:25"
Tandil,6,"2006-02-15 04:45:25"
Tangail,12,"2006-02-15 04:45:25"
Tanshui,92,"2006-02-15 04:45:25"
Tanza,75,"2006-02-15 04:45:25"
Tarlac,75,"2006-02-15 04:45:25"
Tarsus,97,"2006-02-15 04:45:25"
Tartu,30,"2006-02-15 04:45:25"
Teboksary,80,"2006-02-15 04:45:25"
Tegal,45,"2006-02-15 04:45:25"
"Tel Aviv-Jaffa",48,"2006-02-15 04:45:25"
Tete,63,"2006-02-15 04:45:25"
Tianjin,23,"2006-02-15 04:45:25"
Tiefa,23,"2006-02-15 04:45:25"
Tieli,23,"2006-02-15 04:45:25"
Tokat,97,"2006-02-15 04:45:25"
Tonghae,86,"2006-02-15 04:45:25"
Tongliao,23,"2006-02-15 04:45:25"
Torren,60,"2006-02-15 04:45:25"
Touliu,92,"2006-02-15 04:45:25"
Toulon,34,"2006-02-15 04:45:25"
Toulouse,34,"2006-02-15 04:45:25"
Trshavn,32,"2006-02-15 04:45:25"
Tsaotun,92,"2006-02-15 04:45:25"
Tsuyama,50,"2006-02-15 04:45:25"
Tuguegarao,75,"2006-02-15 04:45:25"
Tychy,76,"2006-02-15 04:45:25"
Udaipur,44,"2006-02-15 04:45:25"
Udine,49,"2006-02-15 04:45:25"
Ueda,50,"2006-02-15 04:45:25"
Uijongbu,86,"2006-02-15 04:45:25"
Uluberia,44,"2006-02-15 04:45:25"
Urawa,50,"2006-02-15 04:45:25"
Uruapan,60,"2006-02-15 04:45:25"
Usak,97,"2006-02-15 04:45:25"
Usolje-Sibirskoje,80,"2006-02-15 04:45:25"
Uttarpara-Kotrung,44,"2006-02-15 04:45:25"
Vaduz,55,"2006-02-15 04:45:25"
Valencia,104,"2006-02-15 04:45:25"
"Valle de la Pascua",104,"2006-02-15 04:45:25"
"Valle de Santiago",60,"2006-02-15 04:45:25"
Valparai,44,"2006-02-15 04:45:25"
Vancouver,20,"2006-02-15 04:45:25"
"Varanasi (Benares)",44,"2006-02-15 04:45:25"
"Vicente Lpez",6,"2006-02-15 04:45:25"
Vijayawada,44,"2006-02-15 04:45:25"
"Vila Velha",15,"2006-02-15 04:45:25"
Vilnius,56,"2006-02-15 04:45:25"
Vinh,105,"2006-02-15 04:45:25"
"Vitria de Santo Anto",15,"2006-02-15 04:45:25"
Warren,103,"2006-02-15 04:45:25"
Weifang,23,"2006-02-15 04:45:25"
Witten,38,"2006-02-15 04:45:25"
Woodridge,8,"2006-02-15 04:45:25"
Wroclaw,76,"2006-02-15 04:45:25"
Xiangfan,23,"2006-02-15 04:45:25"
Xiangtan,23,"2006-02-15 04:45:25"
Xintai,23,"2006-02-15 04:45:25"
Xinxiang,23,"2006-02-15 04:45:25"
"Yamuna Nagar",44,"2006-02-15 04:45:25"
Yangor,65,"2006-02-15 04:45:25"
Yantai,23,"2006-02-15 04:45:25"
Yaound,19,"2006-02-15 04:45:25"
Yerevan,7,"2006-02-15 04:45:25"
Yinchuan,23,"2006-02-15 04:45:25"
Yingkou,23,"2006-02-15 04:45:25"
York,102,"2006-02-15 04:45:25"
Yuncheng,23,"2006-02-15 04:45:25"
Yuzhou,23,"2006-02-15 04:45:25"
Zalantun,23,"2006-02-15 04:45:25"
Zanzibar,93,"2006-02-15 04:45:25"
Zaoyang,23,"2006-02-15 04:45:25"
Zapopan,60,"2006-02-15 04:45:25"
Zaria,69,"2006-02-15 04:45:25"
Zeleznogorsk,80,"2006-02-15 04:45:25"
Zhezqazghan,51,"2006-02-15 04:45:25"
Zhoushan,23,"2006-02-15 04:45:25"
Ziguinchor,83,"2006-02-15 04:45:25"
